length_url,domain_length,directory_length,file_length,params_length,qty_slash_url,qty_dot_url,domain_in_ip,qty_at_url,asn_ip,time_domain_activation,time_domain_expiration,qty_hyphen_url,url_google_index,url_shortened,phishing
25,24,1,0,-1,1,1,0,0,13335,3761,255,0,0,0,0
9,9,-1,-1,-1,0,2,0,0,24940,1444,16,0,0,0,0
34,20,14,7,-1,2,2,0,0,-1,7058,246,1,0,0,0
21,21,-1,-1,-1,0,4,0,0,263396,7716,-1,0,0,0,0
50,9,41,16,-1,5,2,0,0,20857,-1,-1,0,0,0,1
42,27,15,14,-1,1,4,0,0,32475,-1,-1,0,0,0,1
90,22,68,0,-1,3,3,0,0,-1,-1,-1,12,0,0,0
62,22,40,16,-1,3,3,0,0,20473,2791,130,1,0,0,1
80,20,60,0,-1,4,1,0,0,26496,421,674,1,0,0,1
64,20,44,8,-1,5,4,0,0,12322,-1,-1,0,0,0,1
40,18,22,0,-1,2,2,0,0,5626,-1,-1,2,0,0,0
94,16,78,15,-1,3,2,0,0,32934,7859,3464,6,0,0,0
16,16,-1,-1,-1,0,1,0,0,14618,750,344,0,0,0,0
35,7,28,16,-1,2,2,0,0,15244,-1,-1,0,0,0,1
12,12,-1,-1,-1,0,2,0,0,12876,1017,77,0,0,0,0
10,4,6,5,-1,1,1,0,0,26496,3051,965,0,0,1,1
39,19,20,8,-1,3,4,0,0,9311,681,48,0,0,0,1
49,25,24,9,-1,3,3,0,0,47583,-1,-1,0,0,0,1
22,21,1,0,-1,1,1,0,0,24940,-1,-1,2,0,0,1
30,12,13,9,5,2,3,0,0,4812,-1,-1,1,0,0,1
58,19,39,25,-1,3,3,0,0,30447,4140,242,1,0,0,1
14,14,-1,-1,-1,0,2,0,0,50215,4174,208,0,0,0,0
51,18,1,0,32,1,1,0,0,63356,331,33,0,0,0,1
62,17,45,6,-1,4,3,0,0,12488,135,229,0,0,0,1
14,7,7,6,-1,1,1,0,0,13335,-1,-1,0,0,0,1
49,49,-1,-1,-1,0,2,0,0,47583,-1,-1,2,0,0,1
10,10,-1,-1,-1,0,1,0,0,36080,7390,278,0,0,0,0
271,10,169,9,92,12,2,0,0,26496,1482,709,7,0,0,1
12,11,1,0,-1,1,1,0,0,12790,1275,185,0,0,0,0
59,19,10,9,30,1,4,0,0,13335,925,170,0,0,0,1
17,17,-1,-1,-1,0,2,0,0,200719,7485,183,1,0,0,0
17,17,-1,-1,-1,0,2,0,0,-1,-1,-1,0,0,0,0
57,12,45,32,-1,3,1,0,0,26496,2133,788,0,0,0,1
19,18,1,0,-1,1,2,0,0,-1,7721,312,0,0,0,0
30,14,16,3,-1,2,2,0,0,16276,2513,408,1,0,0,1
19,18,1,0,-1,1,2,0,0,16276,3962,55,0,0,0,0
17,17,-1,-1,-1,0,2,0,0,3216,-1,-1,0,0,0,1
26,11,15,14,-1,1,1,0,0,13414,6832,472,0,0,0,0
59,32,27,16,-1,3,3,0,0,47583,-1,-1,0,0,0,1
38,25,13,12,-1,1,3,0,0,31624,-1,-1,2,0,0,1
14,14,-1,-1,-1,0,1,0,0,-1,-1,-1,0,0,0,0
24,24,-1,-1,-1,0,2,0,0,16509,-1,-1,1,0,0,0
85,17,68,7,-1,6,2,0,0,19969,1041,54,0,0,0,1
14,14,-1,-1,-1,0,1,0,0,13213,5744,99,1,0,0,0
50,13,37,0,-1,5,1,0,0,46606,3850,167,0,0,0,1
59,9,8,5,42,2,1,0,0,262254,287,77,0,0,0,1
48,26,22,8,-1,3,2,0,0,15169,-1,-1,0,0,0,0
68,15,7,6,46,1,4,0,0,62214,5299,179,0,0,0,1
221,12,52,9,157,4,2,0,0,32748,305,59,0,0,0,1
11,10,1,0,-1,1,1,0,0,15169,3331,320,0,0,0,0
29,16,13,12,-1,1,3,0,0,32934,7859,3464,0,0,0,0
45,16,29,0,-1,3,2,0,0,15169,-1,-1,0,0,0,1
79,22,41,9,16,3,2,0,0,13768,3622,29,0,0,0,1
26,25,1,0,-1,1,2,0,0,13335,-1,-1,0,0,0,1
64,14,50,10,-1,4,2,0,0,-1,21,709,0,0,0,1
42,14,28,11,-1,4,4,0,0,2818,-1,-1,0,0,0,0
45,17,28,9,-1,4,3,0,0,46606,1234,226,1,0,0,1
17,11,6,5,-1,1,1,0,0,32748,1423,37,0,0,0,1
159,33,103,9,23,4,6,0,0,-1,-1,-1,2,0,0,1
43,15,28,25,-1,2,2,0,0,15169,-1,-1,0,0,0,0
43,15,28,0,-1,4,2,0,0,16509,2779,2699,0,0,0,1
39,20,19,0,-1,4,1,0,0,20013,2413,143,0,0,0,1
24,23,1,0,-1,1,2,0,0,64432,-1,-1,0,0,0,1
41,16,25,0,-1,3,2,0,0,15169,-1,-1,0,0,0,1
26,26,-1,-1,-1,0,2,0,0,15169,-1,-1,0,0,0,0
57,18,39,0,-1,6,4,0,0,20013,1448,12,1,0,0,1
43,15,28,9,-1,4,2,0,0,55701,878,216,1,0,0,1
50,7,34,30,9,2,1,0,0,8068,-1,-1,0,0,0,1
23,14,9,5,-1,2,3,0,0,5593,-1,-1,0,0,0,0
25,25,-1,-1,-1,0,2,0,0,47846,-1,-1,2,0,0,1
34,14,17,16,3,1,3,0,0,-1,3220,66,0,0,0,0
30,13,17,8,-1,2,3,0,0,13335,7823,2039,0,0,0,0
25,24,1,0,-1,1,3,0,0,8560,656,73,1,0,0,0
31,13,18,0,-1,4,1,0,0,26347,2606,1046,1,0,0,1
63,6,57,23,-1,6,3,0,0,-1,-1,-1,0,0,0,0
41,16,25,19,-1,2,2,0,0,43821,-1,-1,0,0,0,0
17,17,-1,-1,-1,0,2,0,0,19324,6959,2902,0,0,0,0
16,16,-1,-1,-1,0,2,0,0,2818,6944,360,0,0,0,0
13,12,1,0,-1,1,2,0,0,8972,7202,102,0,0,0,0
12,12,-1,-1,-1,0,1,0,0,32244,1257,203,0,0,0,0
36,31,5,4,-1,1,2,0,0,15169,-1,-1,0,0,0,0
46,28,18,2,-1,3,2,0,0,55053,-1,-1,0,0,0,0
39,33,6,5,-1,1,2,0,0,26496,-1,-1,0,0,0,1
78,23,13,3,42,3,1,0,0,55286,134,230,1,0,0,1
28,16,12,0,-1,2,2,0,0,13335,3342,-1,0,0,0,0
13,13,-1,-1,-1,0,2,0,0,20545,-1,-1,0,0,0,0
36,19,17,0,-1,2,1,0,0,26496,2951,701,0,0,0,1
24,24,-1,-1,-1,0,3,0,0,54290,-1,-1,0,0,0,1
49,19,30,19,-1,3,3,0,0,22611,-1,-1,0,0,0,1
19,19,-1,-1,-1,0,2,0,0,15169,-1,-1,0,0,0,0
65,10,55,54,-1,1,1,0,0,62041,-1,-1,7,0,0,1
93,15,78,0,-1,6,5,0,0,46606,1850,340,4,0,0,1
13,7,6,5,-1,1,1,0,0,13335,379,350,1,0,0,1
55,36,19,18,-1,1,4,0,0,13335,-1,-1,1,0,0,1
18,18,-1,-1,-1,0,2,0,0,-1,-1,-1,0,0,0,0
37,36,1,0,-1,1,2,0,0,31624,-1,-1,2,0,0,1
26,25,1,0,-1,1,2,0,0,2635,-1,-1,0,0,0,0
26,20,6,0,-1,2,1,0,0,32244,1675,150,0,0,0,1
20,13,7,6,-1,1,3,0,0,2818,-1,2625,0,0,0,0
13,13,-1,-1,-1,0,2,0,0,13335,6966,193,0,0,0,0
36,35,1,0,-1,1,2,0,0,13649,-1,-1,0,0,0,1
13,13,-1,-1,-1,0,2,0,0,16509,4938,174,0,0,0,0
74,13,61,10,-1,3,4,1,0,14061,1183,-1,0,0,0,1
23,23,-1,-1,-1,0,2,0,0,10569,-1,-1,0,0,0,0
14,14,-1,-1,-1,0,1,0,0,14618,2003,553,0,0,0,0
51,22,29,10,-1,4,2,0,0,26496,1514,311,0,0,0,1
70,17,53,30,-1,2,3,0,0,13335,5084,28,1,0,0,0
24,24,-1,-1,-1,0,2,0,0,15169,-1,-1,0,0,0,0
14,14,-1,-1,-1,0,2,0,0,29873,3401,616,0,0,0,0
31,9,22,0,-1,4,1,0,0,12876,2691,230,0,0,0,1
21,20,1,0,-1,1,1,0,0,29182,50,314,0,0,0,1
16,15,1,0,-1,1,2,0,0,174,6423,150,0,0,0,0
89,16,73,9,-1,8,3,0,0,61440,1350,110,0,0,0,1
56,12,20,0,24,3,2,0,1,33182,7632,36,1,0,0,1
23,23,-1,-1,-1,0,1,0,0,13335,2613,308,0,0,0,0
68,16,52,0,-1,6,2,0,0,26496,6659,226,2,0,0,1
23,23,-1,-1,-1,0,2,0,0,-1,4637,110,0,0,0,0
38,16,22,9,-1,3,2,0,0,20013,2679,2799,0,0,0,1
33,20,13,0,-1,3,1,0,0,54641,3468,183,0,0,0,1
37,16,21,0,-1,3,2,0,0,15169,-1,-1,0,0,0,1
30,29,1,0,-1,1,3,0,0,15169,-1,-1,0,0,0,0
17,17,-1,-1,-1,0,2,0,0,44112,5299,178,0,0,0,0
41,14,27,0,-1,5,1,0,0,39570,956,139,1,0,0,1
40,19,21,10,-1,3,4,0,0,12400,-1,-1,0,0,0,0
45,34,11,0,-1,3,1,0,0,14828,3117,169,0,0,0,1
76,14,62,8,-1,6,2,0,0,198610,-1,-1,1,0,0,1
94,20,74,70,-1,2,3,0,0,29550,2014,176,7,0,0,1
23,23,-1,-1,-1,0,2,0,0,16625,7272,1127,0,0,0,0
29,21,8,0,-1,2,2,0,0,20013,1004,456,0,0,0,1
26,11,15,9,-1,2,2,0,0,-1,418,311,0,0,0,1
79,22,34,9,23,4,4,0,1,46606,2060,130,1,0,0,1
13,6,7,6,-1,1,1,0,0,13335,-1,-1,0,0,1,1
18,18,-1,-1,-1,0,3,0,0,8075,5389,1188,0,0,0,0
18,18,-1,-1,-1,0,2,0,0,54113,6824,846,0,0,0,0
34,16,18,9,-1,2,3,0,0,20013,4946,166,0,0,0,1
62,22,40,0,-1,7,1,0,0,16276,1104,356,0,0,0,1
229,13,51,9,165,3,2,0,0,36024,3299,352,0,0,0,1
15,14,1,0,-1,1,3,0,0,3462,7827,603,0,0,0,0
70,11,59,27,-1,7,3,0,0,16509,-1,-1,0,0,0,1
70,14,56,0,-1,6,2,0,0,13335,-1,-1,2,0,0,1
78,22,56,0,-1,5,2,0,0,51167,-1,-1,2,0,0,1
30,29,1,0,-1,1,3,0,0,13446,-1,-1,0,0,0,0
111,16,13,8,82,2,3,0,0,-1,27,337,5,0,0,1
90,16,9,8,65,1,2,0,0,46606,733,361,0,0,0,1
14,13,1,0,-1,1,3,0,0,4782,-1,-1,0,0,0,0
31,30,1,0,-1,1,2,0,0,29119,-1,-1,0,0,0,1
29,28,1,0,-1,1,3,0,0,15169,-1,-1,1,0,0,0
67,22,45,9,-1,5,2,0,0,26496,1262,198,0,0,0,1
43,25,18,0,-1,4,1,0,0,46606,13,351,1,0,0,1
147,15,17,6,115,3,4,0,1,32748,310,54,2,0,0,1
71,30,41,0,-1,2,2,0,0,20013,2615,2133,0,0,0,1
34,33,1,0,-1,1,2,0,0,15169,-1,-1,1,0,0,1
16,16,-1,-1,-1,0,2,0,0,54113,5903,671,0,0,0,0
29,18,11,0,-1,3,2,0,0,1299,9608,251,0,0,0,0
64,13,51,9,-1,3,2,0,0,36024,3298,353,0,0,0,1
171,18,130,0,23,7,5,0,0,8075,65,299,1,0,0,1
84,11,73,0,-1,7,1,0,0,36024,1380,80,1,0,0,1
21,21,-1,-1,-1,0,2,0,0,6354,-1,-1,1,0,0,0
33,11,22,21,-1,1,2,0,0,20013,5406,72,2,0,0,0
34,20,14,0,-1,2,3,0,0,14618,7456,213,0,0,0,0
7,7,-1,-1,-1,0,1,0,0,-1,-1,-1,0,0,0,0
29,27,2,1,-1,1,2,0,0,-1,952,508,1,0,0,1
115,11,104,0,-1,11,6,0,0,198385,4610,139,0,0,0,1
53,27,26,17,-1,3,3,0,0,15169,-1,-1,1,0,0,1
14,14,-1,-1,-1,0,2,0,0,54113,4907,571,0,0,0,0
145,5,3,2,137,1,7,0,0,47764,7240,91,0,0,0,1
11,10,1,0,-1,1,1,0,0,26496,169,195,0,0,0,1
13,6,7,6,-1,1,1,0,0,15169,4820,120,0,0,1,1
13,13,-1,-1,-1,0,2,0,0,-1,-1,-1,0,0,0,0
88,25,1,0,62,1,2,0,0,3320,-1,-1,1,0,0,1
29,29,-1,-1,-1,0,4,0,0,27715,7883,-1,0,0,0,0
32,31,1,0,-1,1,2,0,0,47583,-1,-1,0,0,0,1
12,12,-1,-1,-1,0,1,0,0,20940,4825,2479,0,0,0,0
10,10,-1,-1,-1,0,2,0,0,20013,7735,664,0,0,0,0
46,29,17,0,-1,2,2,0,0,-1,3545,106,1,0,0,1
49,11,38,17,-1,5,3,0,0,20013,-1,-1,0,0,0,1
15,15,-1,-1,-1,0,2,0,0,30148,7410,989,0,0,0,0
46,16,24,0,6,3,2,0,0,32934,7859,3464,0,0,0,0
14,13,1,0,-1,1,2,0,0,26496,1061,399,0,0,0,0
23,22,1,0,-1,1,2,0,0,36351,3073,213,0,0,0,0
72,27,45,21,-1,5,2,0,0,46606,1841,349,1,0,0,1
21,21,-1,-1,-1,0,4,0,0,33182,8469,-1,0,0,0,0
12,12,-1,-1,-1,0,1,0,0,7506,17,347,0,0,0,0
19,17,2,1,-1,1,1,0,0,25504,-1,-1,1,0,0,1
19,19,-1,-1,-1,0,2,0,0,31252,3828,188,0,0,0,0
31,31,-1,-1,-1,0,2,0,0,-1,-1,-1,1,0,0,1
22,22,-1,-1,-1,0,1,0,0,32475,99,265,0,0,0,0
60,33,27,10,-1,4,3,0,0,29802,2024,1262,0,0,0,1
36,11,25,0,-1,5,1,0,0,14061,1473,352,2,0,0,1
39,23,7,0,9,2,1,0,0,26347,3241,45,1,0,0,1
43,14,29,9,-1,4,2,0,0,20013,2425,131,0,0,0,1
16,16,-1,-1,-1,0,2,0,0,33724,7836,199,0,0,0,0
24,24,-1,-1,-1,0,2,0,0,19867,979,116,1,0,0,0
28,27,1,0,-1,1,2,0,0,27589,8210,921,0,0,0,0
35,18,17,0,-1,3,1,0,0,199081,-1,-1,1,0,0,1
12,11,1,0,-1,1,1,0,0,13335,1247,213,0,0,0,0
31,22,9,3,-1,2,1,0,0,19551,3489,162,0,0,0,1
16,16,-1,-1,-1,0,1,0,0,16276,1204,256,0,0,0,0
43,16,27,0,-1,3,2,0,0,15169,-1,-1,0,0,0,1
49,19,30,17,-1,2,3,0,0,20013,1493,332,0,0,0,1
22,22,-1,-1,-1,0,2,0,0,15169,-1,-1,0,0,0,1
37,13,24,0,-1,4,1,0,0,26347,6533,771,1,0,0,1
20,20,-1,-1,-1,0,2,0,0,51468,486,243,0,0,0,0
45,20,25,11,-1,3,2,0,0,20013,3663,353,0,0,0,1
160,20,140,9,-1,4,2,0,0,14618,1248,578,2,0,0,1
33,23,10,5,-1,2,2,0,0,29372,-1,-1,0,0,0,1
192,16,45,16,131,4,2,0,0,13335,1644,181,0,0,0,1
50,15,6,5,29,1,2,0,0,15169,4980,132,0,0,0,0
69,35,18,9,16,2,6,0,0,-1,7250,2611,0,0,0,0
15,15,-1,-1,-1,0,1,0,0,-1,1875,315,0,0,0,0
67,13,54,0,-1,4,1,0,0,35130,5755,88,0,0,0,1
10,6,4,0,-1,2,1,0,0,200896,4663,84,0,0,0,0
35,15,20,0,-1,3,1,0,0,3223,-1,-1,1,0,0,1
73,25,26,0,22,4,2,0,1,55660,1121,339,1,0,0,1
49,21,28,10,-1,3,3,0,0,20013,6670,268,2,0,0,1
36,16,20,7,-1,3,3,0,0,-1,-1,-1,0,0,0,0
21,13,8,0,-1,2,2,0,0,32787,379,350,0,0,0,0
110,17,93,9,-1,7,3,0,0,9318,6041,532,0,0,0,1
46,26,20,9,-1,3,3,0,0,20013,2876,45,0,0,0,1
30,17,13,6,-1,2,4,0,0,8426,-1,-1,0,0,0,1
19,18,1,0,-1,1,2,0,0,13335,2640,281,0,0,0,0
19,13,6,5,-1,1,3,0,0,44476,-1,-1,0,0,0,1
19,19,-1,-1,-1,0,1,0,0,22612,576,153,0,0,0,0
19,19,-1,-1,-1,0,3,0,0,3462,6426,158,0,0,0,0
87,25,62,9,-1,5,3,0,0,-1,-1,-1,1,0,0,1
13,6,7,6,-1,1,1,0,0,15169,4818,122,0,0,1,1
11,11,-1,-1,-1,0,1,0,0,42244,5431,47,0,0,0,0
41,26,15,9,-1,2,3,0,0,395082,-1,-1,0,0,0,1
67,13,1,0,53,1,2,0,0,22612,33,331,1,0,0,1
36,17,19,9,-1,3,2,0,0,33182,978,117,1,0,0,1
149,24,108,72,17,4,3,0,0,-1,5,359,8,0,0,1
32,17,15,9,-1,2,4,0,0,13335,7286,382,0,0,0,0
17,17,-1,-1,-1,0,2,0,0,32613,6483,455,0,0,0,0
244,19,45,15,119,4,6,0,1,29873,3265,21,2,0,0,1
18,18,-1,-1,-1,0,2,0,0,-1,5506,337,0,0,0,0
11,11,-1,-1,-1,0,1,0,0,-1,57,307,0,0,0,0
104,18,20,9,66,4,4,0,1,24446,-1,-1,0,0,0,1
12,12,-1,-1,-1,0,1,0,0,-1,-1,-1,0,0,0,0
180,35,145,10,-1,5,3,0,0,47583,-1,-1,0,0,0,1
17,17,-1,-1,-1,0,3,0,0,20940,-1,-1,0,0,0,0
18,18,-1,-1,-1,0,2,0,0,9269,5731,843,0,0,0,0
31,30,1,0,-1,1,2,0,0,13335,-1,-1,0,0,0,1
9,8,1,0,-1,1,1,0,0,50113,1573,252,0,0,0,0
19,19,-1,-1,-1,0,4,0,0,53016,7793,-1,0,0,0,0
31,14,17,16,-1,1,3,0,0,24429,5644,565,0,0,0,0
22,13,9,0,-1,2,1,0,0,19994,6902,1133,0,0,0,0
60,24,36,17,-1,3,3,0,0,26496,6353,220,2,0,0,1
12,12,-1,-1,-1,0,1,0,0,13335,3381,270,0,0,0,0
13,13,-1,-1,-1,0,2,0,0,24940,4697,781,0,0,0,0
73,19,54,0,-1,5,1,0,0,20013,2053,137,1,0,0,1
15,15,-1,-1,-1,0,2,0,0,13335,6777,527,0,0,0,0
14,13,1,0,-1,1,2,0,0,-1,1016,79,0,0,0,0
73,12,61,0,-1,6,2,0,0,52030,-1,-1,1,0,0,1
36,18,18,0,-1,3,1,0,0,22611,1366,94,0,0,0,1
12,11,1,0,-1,1,1,0,0,200430,3141,145,0,0,0,0
67,21,46,0,-1,4,2,0,0,33494,953,873,0,0,0,1
47,15,32,10,-1,4,3,0,0,37153,-1,-1,0,0,0,1
20,20,-1,-1,-1,0,4,0,0,28299,8469,-1,0,0,0,0
44,15,29,0,-1,6,2,0,0,33494,2657,630,0,0,0,1
39,21,18,9,-1,3,2,0,0,13768,2501,55,0,0,0,1
67,19,48,21,-1,4,3,0,0,36024,3415,236,1,0,0,1
11,10,1,0,-1,1,1,0,0,13335,342,22,0,0,0,1
30,17,13,9,-1,2,2,0,0,26496,770,324,0,0,0,1
19,19,-1,-1,-1,0,1,0,0,13335,4062,2877,1,0,0,0
9,9,-1,-1,-1,0,1,0,0,16276,2892,29,0,0,0,0
25,11,14,0,-1,3,2,0,0,64432,-1,-1,0,0,0,0
54,20,18,9,16,2,5,0,0,-1,8217,-1,0,0,0,0
75,24,51,42,-1,3,4,0,0,15169,-1,-1,6,0,0,1
238,28,45,9,165,3,2,0,0,20013,967,493,0,0,0,1
17,17,-1,-1,-1,0,2,0,0,36351,6652,286,0,0,0,0
124,19,46,9,59,5,2,0,0,16347,184,180,1,0,0,1
52,18,34,12,-1,4,2,0,0,46606,4092,290,1,0,0,1
13,13,-1,-1,-1,0,2,0,0,26496,7957,76,0,0,0,0
19,19,-1,-1,-1,0,2,0,0,16276,-1,-1,0,0,0,0
90,13,46,9,31,5,4,0,1,12129,2768,153,1,0,0,1
102,16,53,13,33,6,3,0,0,8685,2516,771,1,0,0,1
28,28,-1,-1,-1,0,4,0,0,33182,7840,-1,0,0,0,0
30,13,17,16,-1,1,2,0,0,15169,1691,134,0,0,0,1
24,16,8,0,-1,2,1,0,0,36024,1071,755,0,0,0,1
20,20,-1,-1,-1,0,2,0,0,26496,7122,182,0,0,0,0
14,14,-1,-1,-1,0,2,0,0,395082,6456,117,0,0,0,0
47,28,19,3,-1,3,2,0,0,55053,-1,-1,0,0,0,0
69,31,38,0,-1,7,3,0,0,20013,1079,16,3,0,0,1
52,16,36,0,-1,4,2,0,0,13335,1074,21,1,0,0,1
13,13,-1,-1,-1,0,1,0,0,201094,2781,140,0,0,0,0
29,15,14,8,-1,2,2,0,0,20013,2471,85,0,0,0,1
32,20,12,0,-1,3,1,0,0,30083,2109,81,0,0,0,1
122,19,103,0,-1,5,2,0,0,-1,3788,959,10,0,0,0
12,12,-1,-1,-1,0,2,0,0,-1,5218,990,0,0,0,0
22,14,8,0,-1,2,2,0,0,-1,-1,-1,0,0,0,0
31,22,9,8,-1,1,2,0,0,20836,2917,369,1,0,0,1
72,19,53,9,-1,6,2,0,0,46606,793,301,1,0,0,1
14,13,1,0,-1,1,2,0,0,54113,3406,611,0,0,0,0
54,14,14,9,26,2,4,0,1,19551,2319,236,0,0,0,1
16,16,-1,-1,-1,0,2,0,0,-1,1409,51,0,0,0,0
12,11,1,0,-1,1,1,0,0,-1,-1,-1,0,0,0,0
21,13,8,0,-1,2,1,0,0,-1,-1,-1,0,0,0,0
69,44,25,9,-1,3,6,0,0,207143,-1,-1,3,0,0,1
38,15,23,0,-1,3,2,0,0,36024,2761,188,0,0,0,1
22,22,-1,-1,-1,0,2,0,0,6903,4441,306,1,0,0,0
16,16,-1,-1,-1,0,3,0,0,15169,5110,366,0,0,0,0
70,24,30,9,16,4,3,0,0,46606,2227,328,0,0,0,1
57,36,21,0,-1,4,4,0,0,207143,-1,-1,0,0,0,1
13,13,-1,-1,-1,0,1,0,0,24940,4729,749,0,0,0,0
85,13,72,16,-1,7,3,0,0,20013,6134,74,1,0,0,1
31,31,-1,-1,-1,0,2,0,0,8560,4154,228,0,0,0,0
76,25,30,9,21,4,3,0,1,46606,2443,113,0,0,0,1
19,19,-1,-1,-1,0,2,0,0,17887,7863,172,0,0,0,0
49,12,37,0,-1,6,1,0,0,28299,2712,209,0,0,0,1
50,15,6,5,29,1,2,0,0,15169,4979,133,0,0,0,0
10,9,1,0,-1,1,1,0,0,-1,2640,281,0,0,0,1
67,28,39,0,-1,3,2,0,0,30447,-1,-1,0,0,0,1
14,14,-1,-1,-1,0,2,0,0,-1,-1,-1,0,0,0,0
14,14,-1,-1,-1,0,2,0,0,13335,451,278,0,0,0,0
72,16,56,10,-1,6,2,0,0,46606,2346,209,0,0,0,1
19,13,6,5,-1,1,1,0,0,49349,411,318,0,0,0,1
77,19,58,10,-1,7,2,0,0,16276,1158,302,0,0,0,1
21,20,1,0,-1,1,3,0,0,46606,-1,-1,0,0,0,0
17,17,-1,-1,-1,0,2,0,0,13335,5084,28,1,0,0,0
24,24,-1,-1,-1,0,2,0,0,-1,-1,-1,1,0,0,0
22,15,7,0,-1,2,1,0,0,262254,168,196,0,0,0,1
45,20,25,0,-1,4,1,0,0,203523,3321,330,0,0,0,1
42,9,33,6,-1,4,2,0,0,46606,2128,62,0,0,0,1
10,9,1,0,-1,1,1,0,0,29182,50,314,0,0,0,1
25,24,1,0,-1,1,1,0,0,26496,1308,152,0,0,0,0
36,25,1,0,10,1,2,0,0,26101,-1,-1,0,0,0,1
62,12,26,0,24,3,2,0,0,19551,2857,-1,0,0,0,1
18,17,1,0,-1,1,2,0,0,13335,6486,452,0,0,0,0
95,19,63,7,13,6,2,0,0,26496,2160,30,0,0,0,1
31,31,-1,-1,-1,0,4,0,0,16276,8142,-1,0,0,0,0
53,10,43,0,-1,4,1,0,0,42807,6396,177,0,0,0,1
14,14,-1,-1,-1,0,2,0,0,47623,7068,-1,0,0,0,0
42,16,26,9,-1,4,2,0,0,12824,2870,-1,0,0,0,1
24,16,8,0,-1,2,1,0,0,16276,24,340,0,0,0,1
15,15,-1,-1,-1,0,2,0,0,13335,2439,117,0,0,0,0
97,16,44,10,37,5,2,0,0,46606,2557,1,1,0,0,1
96,21,75,0,-1,6,2,0,0,20013,4149,233,0,0,0,1
61,23,38,1,-1,6,1,0,0,46606,2915,371,1,0,0,1
104,20,50,21,34,5,6,0,1,16276,2928,2185,0,0,0,1
47,29,18,0,-1,4,3,0,0,30148,3206,545,1,0,0,1
47,16,31,0,-1,3,2,0,0,15169,-1,-1,0,0,0,1
39,7,32,29,-1,2,1,0,0,8068,1828,362,0,0,0,1
80,19,61,0,-1,5,2,0,0,31017,1623,201,2,0,0,1
